state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,gop_leads
Arkansas,5001,Arkansas ,3951,1503,5547,2448,0.7122769064359114,0.2709572742022715,0.4413196322336398,1
Arkansas,5003,Ashley ,5145,1774,7030,3371,0.7318634423897582,0.2523470839260313,0.4795163584637269,1
Arkansas,5005,Baxter ,16253,4341,20954,11912,0.7756514269351914,0.2071680824663548,0.5684833444688365,1
Arkansas,5007,Benton ,79907,45231,128595,34676,0.6213849683113651,0.3517321824332206,0.2696527858781445,1
Arkansas,5009,Boone ,13968,2854,17112,11114,0.8162692847124825,0.1667835437120149,0.6494857410004675,1
Arkansas,5011,Bradley ,2213,961,3209,1252,0.6896229354939234,0.2994702399501402,0.3901526955437832,1
Arkansas,5013,Calhoun ,1674,379,2092,1295,0.8001912045889101,0.1811663479923518,0.6190248565965584,1
Arkansas,5015,Carroll ,7470,3812,11538,3658,0.6474258970358814,0.3303865487952851,0.3170393482405962,1
Arkansas,5017,Chicot ,1658,1796,3490,-138,0.4750716332378223,0.5146131805157593,-0.039541547,0
Arkansas,5019,Clark ,4526,2959,7657,1567,0.5910931174089069,0.3864437769361368,0.20464934,1
Arkansas,5021,Clay ,3968,907,4967,3061,0.7988725588886652,0.1826051942822629,0.6162673646064022,1
Arkansas,5023,Cleburne ,10595,1941,12739,8654,0.831697935,0.1523667477824005,0.6793311876913415,1
Arkansas,5025,Cleveland ,2804,524,3374,2280,0.8310610551274452,0.1553052756372258,0.6757557794902194,1
Arkansas,5027,Columbia ,5367,2466,7940,2901,0.6759445843828715,0.3105793450881612,0.3653652392947103,1
Arkansas,5029,Conway ,5893,2449,8541,3444,0.6899660461304297,0.2867345744058073,0.4032314717246223,1
Arkansas,5031,Craighead ,25152,11210,37242,13942,0.6753665216690833,0.3010042425218839,0.3743622791471994,1
Arkansas,5033,Crawford ,18615,4753,23834,13862,0.7810271041369472,0.199420995,0.5816061089200302,1
Arkansas,5035,Crittenden ,7028,7362,14681,-334,0.4787139840610313,0.5014644778966011,-0.022750494,0
Arkansas,5037,Cross ,4753,1642,6534,3111,0.7274257728803183,0.251300888,0.4761248852157942,1
Arkansas,5039,Dallas ,1482,798,2324,684,0.6376936316695353,0.3433734939759036,0.2943201376936317,1
Arkansas,5041,Desha ,1805,1638,3505,167,0.514978602,0.4673323823109843,0.04764622,1
Arkansas,5043,Drew ,4203,2050,6365,2153,0.6603299293008641,0.3220738413197172,0.3382560879811468,1
Arkansas,5045,Faulkner ,35357,17752,54465,17605,0.6491691912237216,0.3259340861103461,0.3232351051133755,1
Arkansas,5047,Franklin ,5582,1232,6971,4350,0.8007459474967723,0.1767321761583704,0.624013771,1
Arkansas,5049,Fulton ,4040,906,5043,3134,0.8011104501288915,0.1796549672813801,0.6214554828475114,1
Arkansas,5051,Garland ,28359,13015,42327,15344,0.6699978736976399,0.3074869468660666,0.3625109268315732,1
Arkansas,5053,Grant ,6755,1192,8078,5563,0.8362218370883883,0.1475612775439465,0.6886605595444417,1
Arkansas,5055,Greene ,12617,2935,15820,9682,0.7975347661188369,0.1855246523388116,0.6120101137800252,1
Arkansas,5057,Hempstead ,4193,1776,6089,2417,0.6886188208244375,0.2916735096074889,0.3969453112169486,1
Arkansas,5059,Hot Spring ,9226,2818,12283,6408,0.7511194333631849,0.2294227794512741,0.5216966539119108,1
Arkansas,5061,Howard ,3246,1158,4473,2088,0.7256874580818243,0.2588866532528504,0.4668008048289739,1
Arkansas,5063,Independence ,11023,2689,14011,8334,0.7867389907929484,0.1919206337877382,0.5948183570052101,1
Arkansas,5065,Izard ,4854,949,5925,3905,0.8192405063291139,0.160168776,0.6590717299578059,1
Arkansas,5067,Jackson ,3509,1183,4775,2326,0.73486911,0.2477486910994764,0.4871204188481675,1
Arkansas,5069,Jefferson ,8468,12802,21608,-4334,0.3918918918918919,0.5924657534246576,-0.200573862,0
Arkansas,5071,Johnson ,6766,2107,9059,4659,0.7468815542554366,0.2325863781874379,0.5142951760679987,1
Arkansas,5073,Lafayette ,1589,698,2325,891,0.6834408602150538,0.3002150537634409,0.3832258064516129,1
Arkansas,5075,Lawrence ,4608,965,5692,3643,0.8095572733661279,0.1695361911454673,0.6400210822206606,1
Arkansas,5077,Lee ,1181,1270,2520,-89,0.4686507936507936,0.503968254,-0.03531746,0
Arkansas,5079,Lincoln ,2502,813,3372,1689,0.7419928825622776,0.2411032028469751,0.5008896797153025,1
Arkansas,5081,Little River ,3744,1084,4899,2660,0.7642375995101041,0.2212696468667075,0.5429679526433966,1
Arkansas,5083,Logan ,6567,1464,8205,5103,0.8003656307129798,0.1784277879341864,0.6219378427787934,1
Arkansas,5085,Lonoke ,23225,6790,30620,16435,0.758491182,0.2217504898758981,0.536740692,1
Arkansas,5087,Madison ,5885,1491,7501,4394,0.7845620583922144,0.1987734968670844,0.5857885615251299,1
Arkansas,5089,Marion ,6230,1501,7851,4729,0.7935294866895937,0.1911858361992102,0.6023436504903834,1
Arkansas,5091,Miller ,11842,3769,15803,8073,0.7493513889767766,0.2384990191735746,0.5108523698032019,1
Arkansas,5093,Mississippi ,6963,3574,10717,3389,0.6497154054306242,0.3334888494914622,0.316226556,1
Arkansas,5095,Monroe ,1385,1002,2433,383,0.5692560624743116,0.4118372379778052,0.1574188244965064,1
Arkansas,5097,Montgomery ,2987,645,3707,2342,0.8057728621526841,0.1739951443215538,0.6317777178311302,1
Arkansas,5099,Nevada ,2002,849,2907,1153,0.6886824905400757,0.2920536635706914,0.3966288269693842,1
Arkansas,5101,Newton ,3063,644,3770,2419,0.8124668435013263,0.1708222811671087,0.6416445623342175,1
Arkansas,5103,Ouachita ,5056,3412,8626,1644,0.5861349408764202,0.3955483422211917,0.1905865986552284,1
Arkansas,5105,Perry ,3559,923,4584,2636,0.7763961605584643,0.2013525305410122,0.5750436300174521,1
Arkansas,5107,Phillips ,2098,2754,4938,-656,0.4248683677602268,0.5577156743620899,-0.132847307,0
Arkansas,5109,Pike ,3746,560,4358,3186,0.8595686094538779,0.1284993116108306,0.7310692978430473,1
Arkansas,5111,Poinsett ,5731,1235,7079,4496,0.8095776239581862,0.1744596694448368,0.6351179545133494,1
Arkansas,5113,Polk ,6987,1145,8288,5842,0.8430260617760618,0.1381515444015444,0.7048745173745173,1
Arkansas,5115,Pope ,18118,5487,24191,12631,0.7489562233888636,0.2268198916952585,0.522136332,1
Arkansas,5117,Prairie ,2628,524,3200,2104,0.82125,0.16375,0.6575,1
Arkansas,5119,Pulaski ,57977,92038,153924,-34061,0.3766599100854967,0.5979444401133027,-0.22128453,0
Arkansas,5121,Randolph ,5367,1138,6636,4229,0.8087703435804702,0.1714888487040385,0.6372814948764316,1
Arkansas,5123,St. Francis ,2909,2953,5979,-44,0.4865362100685733,0.4938953002174276,-0.00735909,0
Arkansas,5125,Saline ,39736,16609,57609,23127,0.6897533371521811,0.2883056466871496,0.4014476904650315,1
Arkansas,5127,Scott ,2913,425,3384,2488,0.8608156028368794,0.1255910165484633,0.735224586,1
Arkansas,5129,Searcy ,3305,511,3869,2794,0.8542258981649005,0.1320754716981132,0.7221504264667873,1
Arkansas,5131,Sebastian ,30719,13652,45452,17067,0.675855848,0.3003608202059315,0.3754950277215524,1
Arkansas,5133,Sevier ,3772,862,4714,2910,0.8001697072549852,0.1828595672464998,0.6173101400084854,1
Arkansas,5135,Sharp ,5978,1316,7437,4662,0.8038187441172516,0.1769530724754605,0.6268656716417911,1
Arkansas,5137,Stone ,4808,1089,6030,3719,0.7973466003316749,0.1805970149253731,0.6167495854063018,1
Arkansas,5139,Union ,10196,5019,15448,5177,0.6600207146556188,0.3248964267219058,0.335124288,1
Arkansas,5141,Van Buren ,6023,1437,7621,4586,0.790316231,0.1885579320299173,0.6017582994357696,1
Arkansas,5143,Washington ,50243,43779,97158,6464,0.5171267420078635,0.4505959365157784,0.066530805,1
Arkansas,5145,White ,24514,5641,30837,18873,0.7949541135648733,0.1829295975613711,0.6120245160035023,1
Arkansas,5147,Woodruff ,1513,760,2318,753,0.6527178602243313,0.3278688524590163,0.3248490077653149,1
Arkansas,5149,Yell ,5147,1213,6477,3934,0.7946580206885904,0.1872780608306314,0.6073799598579589,1
California,6001,Alameda ,140555,499041,669002,-358486,0.2100965318489331,0.7459484426055527,-0.535851911,0
California,6003,Alpine ,243,478,737,-235,0.3297150610583446,0.6485753052917232,-0.318860244,0
California,6005,Amador ,14012,7780,22393,6232,0.6257312553029964,0.3474300004465681,0.2783012548564283,1
California,6007,Butte ,45030,42360,90383,2670,0.49821316,0.4686722060564486,0.029540953,1
California,6009,Calaveras ,16617,9178,26468,7439,0.6278147196614781,0.3467583497053045,0.2810563699561735,1
California,6011,Colusa ,4400,2417,6991,1983,0.6293806322414532,0.3457302245744528,0.2836504076670004,1
California,6013,Contra Costa ,153575,353097,524096,-199522,0.2930283764806448,0.6737258059592136,-0.380697429,0
California,6015,Del Norte ,5999,4266,10564,1733,0.5678720181749337,0.4038243089738735,0.1640477092010601,1
California,6017,El Dorado ,60984,47599,111651,13385,0.5462020044603273,0.4263195134839813,0.1198824909763459,1
California,6019,Fresno ,160746,146866,315793,13880,0.5090233159063057,0.4650704733797139,0.043952843,1
California,6021,Glenn ,6895,3256,10429,3639,0.6611372135391697,0.3122063476843417,0.3489308658548279,1
California,6023,Humboldt ,18151,33442,53949,-15291,0.336447385,0.6198817401620048,-0.283434355,0
California,6025,Imperial ,22433,23229,46899,-796,0.4783257638755623,0.4952984072155056,-0.016972643,0
California,6027,Inyo ,4464,4197,8943,267,0.4991613552499161,0.4693056021469305,0.029855753,1
California,6029,Kern ,167809,108186,283119,59623,0.5927154306139821,0.382122005,0.2105934253794341,1
California,6031,Kings ,25040,15493,41439,9547,0.6042616858514925,0.3738748521923791,0.2303868336591134,1
California,6033,Lake ,7588,8314,16316,-726,0.4650649669036528,0.5095611669526845,-0.0444962,0
California,6035,Lassen ,8346,2412,11025,5934,0.7570068027210884,0.2187755102040816,0.5382312925170069,1
California,6037,Los Angeles ,1189543,2416399,3727361,-1226856,0.3191381248019712,0.6482868174024464,-0.329148693,0
California,6039,Madera ,32308,20940,54543,11368,0.5923399886328218,0.3839172762774325,0.2084227123553892,1
California,6041,Marin ,24014,116051,143967,-92037,0.1668021143734328,0.8060944522008516,-0.639292338,0
California,6043,Mariposa ,5623,3621,9506,2002,0.5915211445402904,0.3809173153797601,0.2106038291605302,1
California,6045,Mendocino ,12464,23020,37017,-10556,0.3367101601966664,0.6218764351514169,-0.285166275,0
California,6047,Merced ,43599,39953,85775,3646,0.5082949577382687,0.4657883998834159,0.042506558,1
California,6049,Modoc ,2875,1002,4001,1873,0.7185703574106473,0.2504373906523369,0.4681329667583104,1
California,6051,Mono ,2285,3512,6045,-1227,0.3779983457402812,0.5809760132340778,-0.202977667,0
California,6053,Monterey ,49219,93045,146696,-43826,0.3355169875115886,0.6342708730981077,-0.298753886,0
California,6055,Napa ,20355,43203,65538,-22848,0.3105831731209375,0.6592053465165247,-0.348622173,0
California,6057,Nevada ,26129,33744,62039,-7615,0.4211705540063508,0.5439159238543497,-0.12274537,0
California,6059,Orange ,653708,690502,1388525,-36794,0.4707931077942421,0.4972917304333735,-0.026498623,0
California,6061,Placer ,120212,101641,228558,18571,0.5259584000560033,0.4447055014482101,0.081252899,1
California,6063,Plumas ,5725,4020,10067,1705,0.5686897784841561,0.3993245256779577,0.1693652528061984,1
California,6065,Riverside ,461662,450108,936597,11554,0.4929142416642376,0.4805780928190032,0.012336149,1
California,6067,Sacramento ,248314,377039,647983,-128725,0.3832106706503103,0.5818655736338761,-0.198654903,0
California,6069,San Benito ,11636,15111,27508,-3475,0.4230042169550676,0.5493311036789298,-0.126326887,0
California,6071,San Bernardino ,375528,359564,756106,15964,0.4966605211438608,0.4755470793777592,0.021113442,1
California,6073,San Diego ,588259,834912,1465972,-246653,0.4012757406007755,0.5695279309563893,-0.16825219,0
California,6075,San Francisco ,62558,323626,402830,-261068,0.1552962788272968,0.8033810788670158,-0.6480848,0
California,6077,San Joaquin ,123833,122248,253793,1585,0.4879291391015513,0.4816838919907168,0.006245247,1
California,6079,San Luis Obispo ,62548,78264,145148,-15716,0.4309256758618789,0.5392013668807011,-0.108275691,0
California,6081,San Mateo ,76564,242872,330369,-166308,0.2317529792444206,0.7351537220501924,-0.503400743,0
California,6083,Santa Barbara ,63971,112714,182308,-48743,0.3508951883625513,0.6182614037782215,-0.267366215,0
California,6085,Santa Clara ,210782,510518,750047,-299736,0.2810250557631721,0.6806480127245359,-0.399622957,0
California,6087,Santa Cruz ,27609,99240,131895,-71631,0.2093255999090185,0.7524166950983737,-0.543091095,0
California,6089,Shasta ,51450,23755,77115,27695,0.6671853724956234,0.3080464241716916,0.3591389483239317,1
California,6091,Sierra ,1066,641,1754,425,0.6077537058152793,0.3654503990877993,0.242303307,1
California,6093,Siskiyou ,12456,8329,21484,4127,0.5797803016198101,0.387683858,0.192096444,1
California,6095,Solano ,70320,113950,189759,-43630,0.3705753086810112,0.6004985270790846,-0.229923218,0
California,6097,Sonoma ,63252,179256,250873,-116004,0.2521275705237311,0.7145288652027121,-0.462401295,0
California,6099,Stanislaus ,106833,85208,197170,21625,0.5418319216919409,0.4321549931531166,0.1096769285388243,1
California,6101,Sutter ,24739,12745,38416,11994,0.6439764681382757,0.3317628071636818,0.3122136609745939,1
California,6103,Tehama ,17711,7192,25499,10519,0.6945762578924664,0.2820502764814306,0.4125259814110357,1
California,6105,Trinity ,2976,2447,5640,529,0.5276595744680851,0.4338652482269503,0.093794326,1
California,6107,Tulare ,81785,53174,138153,28611,0.5919885923577483,0.3848921123681715,0.2070964799895767,1
California,6109,Tuolumne ,17197,10903,28791,6294,0.597304713,0.378694731,0.218609982,1
California,6111,Ventura ,158637,217054,386932,-58417,0.4099867677007846,0.5609616159945416,-0.150974848,0
California,6113,Yolo ,27680,61071,92067,-33391,0.3006506131404303,0.6633321385512725,-0.362681525,0
California,6115,Yuba ,17187,10077,28065,7110,0.6123997862105826,0.3590593265633351,0.2533404596472474,1
Colorado,8001,Adams ,103024,124056,233336,-21032,0.4415263825556279,0.5316624952857681,-0.090136113,0
Colorado,8003,Alamosa ,4057,3244,7519,813,0.5395664317063439,0.431440351,0.1081260805958238,1
Colorado,8005,Arapahoe ,125311,190725,325451,-65414,0.3850379934306547,0.5860329204703627,-0.200994927,0
Colorado,8007,Archuleta ,5218,3904,9355,1314,0.5577765900587921,0.4173169428113308,0.1404596472474612,1
